===== System Information =====
Time: 2025-10-23T19:35:07.914
App: ColorProDisplayManager
App Version: 1.1.0.1023
Qt Version: 6.5.2
OS: Windows 11 Version 24H2
CPU Arch: x86_64
Screen[0] Name: \\.\DISPLAY1
Screen[0] Size: 1536 x 864 px
Screen[0] DPI: 96
Screen[0] Physical Size: 344mm x 194mm
Screen[1] Name: VP2458
Screen[1] Size: 1920 x 1080 px
Screen[1] DPI: 96
Screen[1] Physical Size: 527mm x 296mm
Screen[2] Name: VP3256-4K
Screen[2] Size: 2560 x 1440 px
Screen[2] DPI: 96
Screen[2] Physical Size: 697mm x 392mm
==============================
[19:35:07.915]  [T:0x9553f] I: [ CAppRunningNotifier::initialize ] CAppRunningNotifier server is running
[19:35:07.916]  [T:0x9553f] D: [LanguageManager] initSystemLanguage: loaded "en_US"
[19:35:08.452]  [T:0x9553f] I: [ CDMControllerFactory::loadGoogleInterFonts ] [Font] Loaded: ":/Resources/fonts/Inter-Regular.ttf" -> families: "Inter"
[19:35:08.453]  [T:0x9553f] I: [ CDMControllerFactory::loadGoogleInterFonts ] [Font] Loaded: ":/Resources/fonts/Inter-Medium.ttf" -> families: "Inter Medium"
[19:35:26.984]  [T:0x9553f] I: is_CVD_simulation_on_off_ =  false
[19:35:26.987]  [T:0x9553f] I: simulation_mode_ =  0
[19:35:26.987]  [T:0x9553f] D: [CMutuallySyncModule] DC ready → do Start
[19:35:27.085]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[19:35:27.146]  [T:0x9553f] I: Enter setCurrentMonitorIndex(), index =  0
[19:35:27.146]  [T:0x9553f] I: [ CQJsonHandler::getValue ] No such key in JSON object:  std::vector("CVD", "colorfilter_mode")
[19:35:27.146]  [T:0x9553f] I: [ CQJsonHandler::getValue ] No such key in JSON object:  std::vector("CVD", "advancedfilter_mode")
[19:35:27.147]  [T:0x9553f] I: [ CQJsonHandler::getValue ] No such key in JSON object:  std::vector("CVD", "advancedfilter_alpha")
[19:35:27.147]  [T:0x9553f] I: [ CQJsonHandler::getValue ] No such key in JSON object:  std::vector("CVD", "advancedfilter_beta")
[19:35:27.147]  [T:0x9553f] I: [ CQJsonHandler::getValue ] No such key in JSON object:  std::vector("CVD", "simulation_mode")
[19:35:27.147]  [T:0x9553f] I: is_color_filter_on_off_ =  false
[19:35:27.147]  [T:0x9553f] I: color_filter_mode_ =  0
[19:35:27.148]  [T:0x9553f] I: is_CVD_correction_on_off_ =  false
[19:35:27.148]  [T:0x9553f] I: correction_mode_ =  0
[19:35:27.148]  [T:0x9553f] I: correction_alpha_ =  50
[19:35:27.148]  [T:0x9553f] I: correction_beta_ =  50
[19:35:27.148]  [T:0x9553f] I: is_CVD_simulation_on_off_ =  false
[19:35:27.149]  [T:0x9553f] I: simulation_mode_ =  0
[19:35:27.149]  [T:0x9553f] I: [ CWinScreenChangeEventHandler::registerDeviceNotification ] Device notification registered successfully
[19:35:27.149]  [T:0x9553f] I: [ CWinScreenChangeEventHandler::RecordPrimaryTarget ] Recorded primary adapterIdKey: 72014  targetId: 8388688
[19:35:27.150]  [T:0x9553f] I: [ CWinScreenChangeEventHandler::GetPhysicalMonitorCount ] Monitor  0 :  0xf3ef14
[19:35:27.150]  [T:0x9553f] I: [ CWinScreenChangeEventHandler::GetPhysicalMonitorCount ] Monitor  1 :  0xf3ef14
[19:35:27.151]  [T:0x9553f] I: [ CWinScreenChangeEventHandler::GetPhysicalMonitorCount ] Monitor  2 :  0xf3ef14
[19:35:27.152]  [T:0x9553f] I: [ CWinScreenChangeEventHandler::CWinScreenChangeEventHandler ] Initial monitor count: 3
[19:35:27.152]  [T:0x9553f] I: [ CWinScreenChangeEventHandler::CWinScreenChangeEventHandler ] Initial projection mode: 0
[19:35:27.152]  [T:0x9553f] I: [ CWinScreenChangeEventHandler::CWinScreenChangeEventHandler ] Initial primary adapterIdKey: 72014
[19:35:27.152]  [T:0x9553f] I: [ CWinScreenChangeEventHandler::CWinScreenChangeEventHandler ] Initial primary targetId: 8388688
[19:35:27.153]  [T:0x9553f] I: [ CSystemEventEntry::registerSystemEventAndCallBack::<lambda_1>::operator () ] Register DisplayChangeEventHandler and set callback function
[19:35:27.153]  [T:0x9553f] D: [ CGA4Tracker::convertToRegexPatternAppVersion ] "[ GA4 ] Error         : RegexAppVerion Validate FAIL - Invalid format: [1.1.0.1023]"
[19:35:27.153]  [T:0x9553f] D: [ CGA4Tracker::convertToRegexPatternAppVersion ] "[ GA4 ] OK            : RegexAppVerion Validate OK: [v1.1.0.1023]"
[19:35:27.197]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[19:35:27.274]  [T:0x9553f] I: [ CVCPAdaptor::getVCPValue ] VCP Description is  "Input Selection" VCP value is  15 VCP option name: "DisplayPort 1 (DisplayPort)"
[19:35:27.355]  [T:0x9553f] I: [ CVCPAdaptor::getVCPValue ] VCP Description is  "Input Selection" VCP value is  18 VCP option name: "Digital Video (TMDS) 3 HDMI 2"
[19:35:27.355]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.355]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.355]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.356]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"app_open\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"app_version\": \"v1.1.0.1023\",\n                \"connected_monitor\": \"VP2458\",\n                \"video_port\": \"DisplayPort 1 (DisplayPort)\"\n            }\n        }\n    ]\n}\n"
[19:35:27.593]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.594]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.594]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.594]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"select_monitor\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"monitor_model\": \"VP2458\"\n            }\n        }\n    ]\n}\n"
[19:35:27.594]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.594]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.595]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.595]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"input_source\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"auto_input_source\": \"on\",\n                \"manual_input_source\": \"DisplayPort 1 (DisplayPort)\"\n            }\n        }\n    ]\n}\n"
[19:35:27.676]  [T:0x9553f] I: [ CVCPAdaptor::getVCPValue ] VCP Description is  "Screen Orientation" VCP value is  1
[19:35:27.677]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.677]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.677]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.677]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"screen_pivot\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"auto_pivot\": \"on\",\n                \"pivot_angle\": \"\"\n            }\n        }\n    ]\n}\n"
[19:35:27.678]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.678]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.678]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.678]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"view_mode\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"view_mode\": \"Off\"\n            }\n        }\n    ]\n}\n"
[19:35:27.679]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.679]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.679]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.679]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"color_temperature\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"color_temperature\": \"Native\"\n            }\n        }\n    ]\n}\n"
[19:35:27.679]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.680]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.680]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.680]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"color_mode\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"color_mode\": \"Native\",\n                \"icc_sync\": \"off\"\n            }\n        }\n    ]\n}\n"
[19:35:27.680]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.680]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.681]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.681]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"color_filter\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"color_filter\": \"off\",\n                \"filter_type\": \"\"\n            }\n        }\n    ]\n}\n"
[19:35:27.681]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.681]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.682]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.682]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"advanced_filter\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"advanced_filter\": \"off\",\n                \"channel_1_intensity\": 0,\n                \"channel_2_intensity\": 0,\n                \"filter_type\": \"\"\n            }\n        }\n    ]\n}\n"
[19:35:27.682]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.682]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.682]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.683]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"simulation\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"filter_type\": \"\",\n                \"simulation\": \"off\"\n            }\n        }\n    ]\n}\n"
[19:35:27.683]  [T:0x9553f] W: [ DisplayDatabase::getVCPValue ] No VCP value
[19:35:27.683]  [T:0x9553f] W: [ CDisplayDatabaseKeeper::getData ] Data type is wrong CDisplayDatabaseCommand::DisplayDatabaseElements::VCPValue QVariant(QVariantList, QList(QVariant(int, 0), QVariant(QString, "Multi Picture")))
[19:35:27.683]  [T:0x9553f] W: [ CDisplayManager::getVCPValueByIndex ] Failed to get VCP value "Multi Picture" QVariant(int, 0)
[19:35:27.683]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.684]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.684]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.684]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"pbp\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"main_source\": \"\",\n                \"pbp\": \"off\",\n                \"pbp_dual_screen_left_right\": 0,\n                \"pbp_dual_screen_up_down\": 0,\n                \"pbp_quad_screen\": 0,\n                \"sub_source_1\": \"\",\n                \"sub_source_2\": \"\",\n                \"sub_source_3\": \"\"\n            }\n        }\n    ]\n}\n"
[19:35:27.685]  [T:0x9553f] W: [ DisplayDatabase::getVCPValue ] No VCP value
[19:35:27.685]  [T:0x9553f] W: [ CDisplayDatabaseKeeper::getData ] Data type is wrong CDisplayDatabaseCommand::DisplayDatabaseElements::VCPValue QVariant(QVariantList, QList(QVariant(int, 0), QVariant(QString, "Multi Picture")))
[19:35:27.685]  [T:0x9553f] W: [ CDisplayManager::getVCPValueByIndex ] Failed to get VCP value "Multi Picture" QVariant(int, 0)
[19:35:27.686]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.686]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.686]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.687]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"pip\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"adjust_pip_position\": 0,\n                \"main_source\": \"\",\n                \"pip\": \"off\",\n                \"pip_size\": 0,\n                \"sub_source\": \"\"\n            }\n        }\n    ]\n}\n"
[19:35:27.687]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.687]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.688]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.688]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"app_open\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"app_version\": \"v1.1.0.1023\",\n                \"connected_monitor\": \"VP3256-4K\",\n                \"video_port\": \"Digital Video (TMDS) 3 HDMI 2\"\n            }\n        }\n    ]\n}\n"
[19:35:27.688]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.688]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.690]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.690]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"select_monitor\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"monitor_model\": \"VP3256-4K\"\n            }\n        }\n    ]\n}\n"
[19:35:27.690]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.690]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.690]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.691]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"input_source\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"auto_input_source\": \"on\",\n                \"manual_input_source\": \"Digital Video (TMDS) 3 HDMI 2\"\n            }\n        }\n    ]\n}\n"
[19:35:27.781]  [T:0x9553f] I: [ CVCPAdaptor::getVCPValue ] VCP Description is  "Screen Orientation" VCP value is  1 VCP option name: "0"
[19:35:27.782]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.782]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.782]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.782]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"screen_pivot\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"auto_pivot\": \"on\",\n                \"pivot_angle\": \"\"\n            }\n        }\n    ]\n}\n"
[19:35:27.783]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.783]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.783]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.783]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"view_mode\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"view_mode\": \"Off\"\n            }\n        }\n    ]\n}\n"
[19:35:27.784]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.784]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.784]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.784]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"color_temperature\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"color_temperature\": \"Native\"\n            }\n        }\n    ]\n}\n"
[19:35:27.784]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.785]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.785]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.785]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"color_mode\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"color_mode\": \"Native\",\n                \"icc_sync\": \"off\"\n            }\n        }\n    ]\n}\n"
[19:35:27.785]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.785]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.786]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.786]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"color_filter\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"color_filter\": \"off\",\n                \"filter_type\": \"\"\n            }\n        }\n    ]\n}\n"
[19:35:27.786]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.786]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.786]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.787]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"advanced_filter\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"advanced_filter\": \"off\",\n                \"channel_1_intensity\": 0,\n                \"channel_2_intensity\": 0,\n                \"filter_type\": \"\"\n            }\n        }\n    ]\n}\n"
[19:35:27.787]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[19:35:27.787]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[19:35:27.787]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[19:35:27.788]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"simulation\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"filter_type\": \"\",\n                \"simulation\": \"off\"\n            }\n        }\n    ]\n}\n"
[19:35:27.788]  [T:0x9553f] W: [ DisplayDatabase::getVCPValue ] No VCP value
[19:35:27.788]  [T:0x9553f] W: [ CDisplayDatabaseKeeper::getData ] Data type is wrong CDisplayDatabaseCommand::DisplayDatabaseElements::VCPValue QVariant(QVariantList, QList(QVariant(int, 0), QVariant(QString, "Multi Picture")))
